,PC1,PC2,PC3,PC4
%MISSPELLED,-0.42574643998702466,0.21484567159059756,-0.8776343361111221,-0.04836608642375737
AVG_WLEN,-0.18383183648081852,0.929306577742547,0.3128994331905366,0.06847689515132976
LOGTYPES,-0.6259058270258159,-0.1732403587205941,0.2997350602025329,-0.6988480288953195
LOGWORDS,-0.6270468247504282,-0.24539437661360647,0.20496538847623907,0.7103401079930725
