feature,transform,sign,train_mean,train_sd,train_transformed_mean,train_transformed_sd
%MISSPELLED,raw,-1.0,0.026236721356583417,0.025611839322403677,0.025973818638559982,0.024086354406114507
AVG_WLEN,raw,1.0,4.270754989454792,0.25258320052348876,4.270767542662497,0.2525325641191971
LOGTYPES,raw,1.0,2.1718198948459975,0.15684656730614285,2.1722898353539555,0.15477570101164378
LOGWORDS,raw,1.0,2.580298185320421,0.21225396724652262,2.5808079819333183,0.21004375125795338
