,corr_HM,corr_HH,sqrt_HH,corr_disattenuated
raw,0.7671887903493868,0.7953261540156757,0.8918106043413454,0.8602597755786957
raw_trim,0.7671887903493868,0.7953261540156757,0.8918106043413454,0.8602597755786957
raw_trim_round,0.6835937175652653,0.7953261540156757,0.8918106043413454,0.766523423513381
scale,0.7671887903493866,0.7953261540156757,0.8918106043413454,0.8602597755786955
scale_trim,0.7673277913979053,0.7953261540156757,0.8918106043413454,0.8604156394446801
scale_trim_round,0.7283458626779686,0.7953261540156757,0.8918106043413454,0.8167046446099336
