,1%,5%,25%,50%,75%,95%,99%,IQR,Mild outliers,Extreme outliers
%MISSPELLED,0.0,0.0021141649048625,0.008955223880597,0.0186915887850467,0.0355029585798816,0.0778097982708933,0.110759493670886,0.026547734699284602,61,8
AVG_WLEN,3.694386694386695,3.8555347091932464,4.100346020761246,4.279635258358662,4.430656934306569,4.6867749419953615,4.87037037037037,0.3303109135453228,13,0
LOGTYPES,1.6434526764861874,1.8976270912904407,2.093421685162235,2.1903316981702914,2.2695129442179165,2.39093510710338,2.459392487759231,0.17609125905568135,28,10
LOGWORDS,1.8061799739838869,2.1760912590556813,2.4871383754771865,2.60959440922522,2.714329759745233,2.8549130223078567,2.9614210940664485,0.22719138426804664,41,12
