,N,h1_mean,h1_sd,h1_min,h1_max,h2_mean,h2_sd,h2_min,h2_max,corr,wtkappa,kappa,exact_agr,adj_agr,SMD
,300,4.246666666666667,0.9391995928125999,1.0,6.0,4.21,0.8494932583526618,1.0,6.0,0.7732379909091157,0.7687114519086531,0.48193546202553084,66.0,99.0,-0.04094681903444913
