,%CC,%CD,%DT,%EXCLAIM,%FUNC,%IN,%JJ,%MD,%MISSPELLED,%NN,%PRP,%QUESTION,%RB,%REPEATED,%VB,AVG_WFREQ,AVG_WLEN,LM,LOGTYPES,LOGWORDS,SD_WFREQ,SD_WLEN
All data,-0.0054877553925033636,0.045234549173504675,0.02463256012401978,0.041008865453719505,0.08517784463548016,-0.049690844845935084,0.002433473683088671,0.0039249074046542294,-0.04832290447046123,0.013177240891426635,-0.023197298283492058,0.044110175223461126,-0.024768031576306113,0.00043505191307058934,-0.030703172202229914,-0.011736081634937537,0.11518236572480393,-0.022891082078856248,0.09365570139913276,0.1268971937030906,-0.014473192727492586,0.019401749707306418
