,%CC,%CD,%DT,%EXCLAIM,%FUNC,%IN,%JJ,%MD,%MISSPELLED,%NN,%PRP,%QUESTION,%RB,%REPEATED,%VB,AVG_WFREQ,AVG_WLEN,IS_NATIVE,LM,LOGTYPES,LOGWORDS,SD_WFREQ,SD_WLEN,TYPES,WORDS
All data,-0.0009927209178917141,0.008143615755090983,0.06398582333975474,0.05228207334073156,0.07637681967887787,-0.06122567721166622,-0.025499407956757203,0.018496963786259167,-0.031512110170585556,0.004373051279481205,-0.002021260407454769,-0.016949600156801657,-0.01801165842420456,0.030614090034577695,-0.006776023985114911,0.015736029302414176,0.12051483702844348,0.7444115655512453,-0.04644391107534522,0.07340641027848471,0.14364631290567054,0.016461052431702206,-0.008988970497660722,-0.03739257449773971,-0.11827666969616593
