,%CC,%CD,%DT,%EXCLAIM,%FUNC,%IN,%JJ,%MD,%MISSPELLED,%NN,%PRP,%QUESTION,%RB,%REPEATED,%VB,AVG_WFREQ,AVG_WLEN,IS_NATIVE,LM,LOGTYPES,LOGWORDS,SD_WFREQ,SD_WLEN,TYPES,WORDS
All data,-0.1035519853061311,0.169811526415093,0.08376657075514247,0.15651409416685091,-0.10802954489093279,-0.07227973156074204,0.09591426095340747,-0.18922794486790312,-0.18023634205977518,-0.014220959852941896,-0.20215977540374333,0.18691760910495808,0.13942468814319903,0.04199122836359878,-0.14889899680477098,-0.29168401186695037,0.2442109481964635,0.8125584744308967,0.132478782309077,0.7703947622846588,0.766833745105456,-0.09566920106141512,0.30102239763734584,0.7539631338928019,0.7451541533375624
