,corr_HM,corr_HH,sqrt_HH,corr_disattenuated
raw,0.9297911232283171,0.7732379909091157,0.8793395197016427,1.0573744297808798
raw_trim,0.9297911232283171,0.7732379909091157,0.8793395197016427,1.0573744297808798
raw_trim_round,0.9130206143780637,0.7732379909091157,0.8793395197016427,1.0383027191679601
scale,0.9297911232283171,0.7732379909091157,0.8793395197016427,1.0573744297808798
scale_trim,0.9297911232283171,0.7732379909091157,0.8793395197016427,1.0573744297808798
scale_trim_round,0.9075010025891079,0.7732379909091157,0.8793395197016427,1.0320257218702287
