,N,h1_mean,h1_sd,h1_min,h1_max,h2_mean,h2_sd,h2_min,h2_max,corr,wtkappa,kappa,exact_agr,adj_agr,SMD
,288,4.291666666666667,0.7775150266874196,2.0,6.0,4.256944444444445,0.7395876784973205,3.0,6.0,0.6993396827819798,0.6977329974811114,0.47467377578223646,68.40277777777779,98.95833333333334,-0.04576008811823623
