,%CC,%CD,%DT,%EXCLAIM,%FUNC,%IN,%JJ,%MD,%MISSPELLED,%NN,%PRP,%QUESTION,%RB,%REPEATED,%VB,AVG_WFREQ,AVG_WLEN,LM,LOGTYPES,LOGWORDS,SD_WFREQ,SD_WLEN,TYPES,WORDS
All data,-0.0026112933649446927,0.04483430917379234,0.024830611963788753,0.04088385672117902,0.084083533457034,-0.05293566512141332,0.001298414959079296,0.0022893550068246995,-0.04251569881353587,0.012286938736919658,-0.02281301061356595,0.04218438962825671,-0.024384070100851914,0.0025417018899441873,-0.03215008829037908,-0.0024534175863945604,0.11314924757276838,-0.02100852085686295,0.016798283037443507,0.08070112276236924,-0.007757333285281189,0.01967276598813611,0.03211782461697365,-0.01675788287134826
