,corr,kappa,wtkappa,exact_agr,adj_agr,SMD
raw,0.06958994539098184,0.027311360993376055,0.04287848725233734,-66.0,-5.0,0.011872728647164446
raw_trim,0.06958994539098184,0.027311360993376055,0.04287848725233734,-66.0,-5.0,0.011872728647164446
raw_trim_round,0.0213827178520557,0.027311360993376055,0.011268192466608595,2.3333333333333286,0.6666666666666714,-0.0016426372495053077
scale,0.06958994539098173,0.01714701578035116,0.07233164495812616,-66.0,-3.666666666666657,0.001872705640027665
scale_trim,0.06958994539098173,0.01714701578035116,0.07233164495812616,-66.0,-3.666666666666657,0.001872705640027665
scale_trim_round,0.028677958262096737,0.01714701578035116,0.031820462984966214,0.3333333333333286,0.6666666666666714,-0.015839122677490436
