,corr_HM,corr_HH,sqrt_HH,corr_disattenuated
raw,0.8428279363000976,0.7732379909091157,0.8793395197016427,0.9584784004545441
raw_trim,0.8428279363000976,0.7732379909091157,0.8793395197016427,0.9584784004545441
raw_trim_round,0.7946207087611714,0.7732379909091157,0.8793395197016427,0.9036563135827034
scale,0.8428279363000974,0.7732379909091157,0.8793395197016427,0.9584784004545439
scale_trim,0.8428279363000974,0.7732379909091157,0.8793395197016427,0.9584784004545439
scale_trim_round,0.8019159491712124,0.7732379909091157,0.8793395197016427,0.9119525862357467
