,N,h1_mean,h1_sd,h1_min,h1_max,h2_mean,h2_sd,h2_min,h2_max,corr,wtkappa,kappa,exact_agr,adj_agr,SMD
,594,3.4343434343434343,0.7747483886172869,1.0,6.0,3.4242424242424243,0.7760005879273484,1.0,6.0,0.7953261540156757,0.7952575216726163,0.6232074488570716,76.43097643097643,99.66329966329967,-0.013027262259383207
