,corr_HM,corr_HH,sqrt_HH,corr_disattenuated
raw,0.7584648434098635,0.7953261540156757,0.8918106043413454,0.8504774889619466
raw_trim,0.7584648434098635,0.7953261540156757,0.8918106043413454,0.8504774889619466
raw_trim_round,0.7133253417319998,0.7953261540156757,0.8918106043413454,0.7998619194025312
scale,0.7584648434098638,0.7953261540156757,0.8918106043413454,0.8504774889619469
scale_trim,0.7584698026475589,0.7953261540156757,0.8918106043413454,0.8504830498261831
scale_trim_round,0.7238368806686584,0.7953261540156757,0.8918106043413454,0.8116486585212277
